sede_sise,distancia_km,cod_mod,nombre_colegio,gestion,tipo_gestion,provincia,distrito,direccion,latitud,longitud
SISE COMAS,2.66,1645076,GENES DE SAN MARTIN DE PORRES,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ L LOTE 03,-11.98937,-77.08944
SISE INDEPENDENCIA,3.27,1645076,GENES DE SAN MARTIN DE PORRES,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ L LOTE 03,-11.98937,-77.08944
SISE SAN MIGUEL,1.27,1646959,INNOVA SCHOOLS - SAN MIGUEL 2,Privada,Privado,LIMA,SAN MIGUEL,AVENIDA LIBERTAD 335-337,-12.08772,-77.08559
SISE INDEPENDENCIA,4.87,1649979,NUESTRA SE¥ORA DEL CARMEN,Privada,Privado,LIMA,RIMAC,AVENIDA MANUEL VARGAS 394,-12.0224,-77.029
SISE SAN JUAN DE LURIGANCHO,2.74,1649979,NUESTRA SE¥ORA DEL CARMEN,Privada,Privado,LIMA,RIMAC,AVENIDA MANUEL VARGAS 394,-12.0224,-77.029
SISE SAN MIGUEL,3.17,1651546,MACICO,Privada,Privado,LIMA,JESUS MARIA,AVENIDA FRANCISCO MARIATEGUI 1276-1278,-12.07733,-77.04819
SISE SANTA BEATRIZ,1.34,1651546,MACICO,Privada,Privado,LIMA,JESUS MARIA,AVENIDA FRANCISCO MARIATEGUI 1276-1278,-12.07733,-77.04819
SISE VILLA EL SALVADOR,3.25,1654037,NUESTRO SAGRADO CORAZON DE JESUS,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA LOS CEDROS S/N MZ M LOTE 9,-12.16428,-76.92718
SISE SAN JUAN DE MIRAFLORES,4.73,1654045,MUNDIAL SCHOOL,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,CALLE OLAYA 227-233 PP.JJ.,-12.17488,-76.93238
SISE VILLA EL SALVADOR,1.96,1654045,MUNDIAL SCHOOL,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,CALLE OLAYA 227-233 PP.JJ.,-12.17488,-76.93238
SISE SAN JUAN DE MIRAFLORES,3.33,1654078,JESUS OBRERO DE OLLANTAY,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,MZ N LOTE 7 SECTOR 5 DE MAYO,-12.13217,-76.96347
SISE SURCO,3.07,1654078,JESUS OBRERO DE OLLANTAY,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,MZ N LOTE 7 SECTOR 5 DE MAYO,-12.13217,-76.96347
SISE VILLA EL SALVADOR,2.62,1656081,LA MERCED,Privada,Privado,LIMA,VILLA EL SALVADOR,PARCELA 3A SUBPARCELA 2A FRACCION 5-6 MZ G2 LOTE 1,-12.21278,-76.92647
SISE SAN JUAN DE LURIGANCHO,3.72,1656263,KENN OPPERMAN,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA PROCERES DE LA INDEPENDENCIA 2848,-11.98389,-77.00622
SISE VILLA EL SALVADOR,2.93,1660588,SANTIAGO ANTUNEZ DE MAYOLO,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ C LOTE 11-18-1 SECTOR 6,-12.21592,-76.94815
SISE SAN JUAN DE MIRAFLORES,1.37,1660968,GADOL,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOSE BALTA 113,-12.15723,-76.96123
SISE SURCO,3.16,1660968,GADOL,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOSE BALTA 113,-12.15723,-76.96123
SISE VILLA EL SALVADOR,4.63,1660968,GADOL,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOSE BALTA 113,-12.15723,-76.96123
SISE PUENTE PIEDRA,1.43,1661073,CERVANTES SCHOOL,Privada,Privado,LIMA,PUENTE PIEDRA,MZ G LOTE 3 Y 4,-11.85225,-77.07375
SISE VILLA EL SALVADOR,2.73,1661271,7242 DIVINO MAESTRO,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,PARCELA 3A SUBPARCELA 1 MZ I LOTE 1 ETAPA IV,-12.21428,-76.92733
SISE VENTANILLA,3.16,1661636,ESCUELA HOGAR,Privada,Privado,CALLAO,VENTANILLA,JIRON ECOLOGOS MZ C LOTE 1-6,-11.841995,-77.13551
SISE COMAS,2.85,1661966,LHANDREVER -2,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON CUZCO 3880,-12.034483,-77.09282
SISE COMAS,4.94,1661974,FRANCIS COLLEGE,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA ANTISUYO 653,-12.008238,-77.035486
SISE INDEPENDENCIA,3.28,1661974,FRANCIS COLLEGE,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA ANTISUYO 653,-12.008238,-77.035486
SISE SAN JUAN DE LURIGANCHO,3.53,1661974,FRANCIS COLLEGE,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA ANTISUYO 653,-12.008238,-77.035486
SISE COMAS,2.67,1662006,REINO DE LOS CIELOS DE LOS JARDINES,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA FRAY BARTOLOME DE LAS CASAS S/N MZ E1 LOTE 25-11,-12.01341,-77.05625
SISE INDEPENDENCIA,2.6,1662006,REINO DE LOS CIELOS DE LOS JARDINES,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA FRAY BARTOLOME DE LAS CASAS S/N MZ E1 LOTE 25-11,-12.01341,-77.05625
SISE INDEPENDENCIA,2.98,1662030,SACO OLIVEROS,Privada,Privado,LIMA,LOS OLIVOS,JIRON AURELIO GARCIA S/N MZ B LOTE 20,-11.96696,-77.07281
SISE SANTA BEATRIZ,2.77,1662188,SAN JOSE MARELLO,Privada,Privado,LIMA,LA VICTORIA,JIRON BELGICA 1558,-12.073539,-77.010786
SISE SAN JUAN DE LURIGANCHO,4.21,1662204,SACO OLIVEROS DE NUEVO SAN JUAN,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON COCALENOS 801-805-849,-11.9808,-76.99389
SISE INDEPENDENCIA,4.83,1662790,UNION LOS OLIVOS,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON SANTA MONICA 115,-11.9476,-77.067533
SISE SAN JUAN DE LURIGANCHO,1.79,1662824,DIEGO THOMSON DE MANGOMARCA,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON TEMPLO DEL SOL 648 MZ ¥-1 LOTE 29-30,-12.01664,-76.98793
SISE SAN JUAN DE MIRAFLORES,2.5,1663525,DE MARIA,Privada,Privado,LIMA,SANTIAGO DE SURCO,"CALLE A MZ B LOTE 13,14 Y 15",-12.16033,-76.99633
SISE SURCO,1.83,1663525,DE MARIA,Privada,Privado,LIMA,SANTIAGO DE SURCO,"CALLE A MZ B LOTE 13,14 Y 15",-12.16033,-76.99633
SISE INDEPENDENCIA,4.23,1663590,COLEGIO MAYOR SISTEMA SAN MARCOS,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA ALFREDO MENDIOLA 6347 MZ 26 LOTE 24 ETAPA II,-11.9537,-77.07001
SISE SAN JUAN DE LURIGANCHO,1.64,1663681,SANTA CUARESMA II,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS PERLAS 1881-1883,-12.00268,-77.00655
SISE SAN JUAN DE MIRAFLORES,3.05,1664044,MARIANISTAS DE VILLA MARIA DEL TRIUNFO,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA EL SOL 581,-12.16532,-76.94573
SISE VILLA EL SALVADOR,3.08,1664044,MARIANISTAS DE VILLA MARIA DEL TRIUNFO,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA EL SOL 581,-12.16532,-76.94573
SISE PUENTE PIEDRA,0.19,1664051,MARIANO SANTOS,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA SAENZ PE¥A 574,-11.863373,-77.079152
SISE PUENTE PIEDRA,1.68,1664408,SANTANDER DE PUENTE PIEDRA,Privada,Privado,LIMA,PUENTE PIEDRA,MZ C1 LOTE 01,-11.8561,-77.06497
SISE PUENTE PIEDRA,1.38,1664598,MARTIN LUTHER KING,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA TARAPACA MZ G LOTE 05,-11.85823,-77.08882
SISE VENTANILLA,4.5,1664598,MARTIN LUTHER KING,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA TARAPACA MZ G LOTE 05,-11.85823,-77.08882
SISE ATE,3.21,1664721,SANTA RITA DE ATE,Privada,Privado,LIMA,ATE,MZ C LOTE 1-2-3,-12.04023,-76.87988
SISE COMAS,3.12,1664879,MARIA REINA DE CORAZONES,Privada,Privado,CALLAO,CALLAO,MZ X LOTE 12-21 ETAPA I,-12.03402,-77.09815
SISE COMAS,2.31,1664895,NUESTRA SE¥ORA DE MONSERRAT DE SAN MARTIN,Privada,Privado,LIMA,LOS OLIVOS,MZ A LOTE 09,-11.990949,-77.08069
SISE INDEPENDENCIA,2.32,1664895,NUESTRA SE¥ORA DE MONSERRAT DE SAN MARTIN,Privada,Privado,LIMA,LOS OLIVOS,MZ A LOTE 09,-11.990949,-77.08069
SISE SAN MIGUEL,4.13,1664945,GOTTFRIED WILHELM LEIBNIZ,Privada,Privado,LIMA,BRE¥A,JIRON RECUAT 514,-12.05586,-77.04813
SISE SANTA BEATRIZ,2.77,1664945,GOTTFRIED WILHELM LEIBNIZ,Privada,Privado,LIMA,BRE¥A,JIRON RECUAT 514,-12.05586,-77.04813
SISE COMAS,3.17,1665173,SKINNER SCHOOL,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA CARLOS IZAGUIRRE S/N MZ K LOTE 14,-12.029867,-77.05831
SISE INDEPENDENCIA,4.41,1665173,SKINNER SCHOOL,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA CARLOS IZAGUIRRE S/N MZ K LOTE 14,-12.029867,-77.05831
SISE COMAS,2.75,1665215,FREDERICK TAYLOR,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON IQUITOS 833,-12.03561,-77.08732
SISE SAN JUAN DE LURIGANCHO,2.65,1665710,ISAAC NEWTON AYSCOUGH,Privada,Privado,HUAROCHIRI,SAN ANTONIO,CALLE LOS EUCALIPTOS S/N MZ R LOTE 4-A SECTOR ANEXO 21,-12.001631,-76.985921
SISE VILLA EL SALVADOR,2.97,1665942,MONTESSORI DE VILLA,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ C LOTE 1- 2 SECTOR 3,-12.2184,-76.93516
SISE VILLA EL SALVADOR,0.48,1665967,LAS MARAVILLAS DEL PERU,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA JORGE CHAVEZ 163 MZ Q LOTE 5,-12.19212,-76.93303
SISE ATE,2.94,1666106,WINNER SCHOOL,Privada,Privado,LIMA,LURIGANCHO,CALLE 2 HUACHIPA NORTE MZ L LOTE 16,-12.00382,-76.9223
SISE PUENTE PIEDRA,4.59,1666817,SCIENCE SCHOOLS,Privada,Privado,LIMA,PUENTE PIEDRA,CALLE SAN FRANCISCO S/N MZ G LOTE 86,-11.839589,-77.11147
SISE VENTANILLA,3.82,1666817,SCIENCE SCHOOLS,Privada,Privado,LIMA,PUENTE PIEDRA,CALLE SAN FRANCISCO S/N MZ G LOTE 86,-11.839589,-77.11147
SISE INDEPENDENCIA,4.34,1667062,CRISTIANO JIREH II,Privada,Privado,LIMA,COMAS,JIRON SAN RAMON 321-327,-11.956692,-77.038949
SISE PUENTE PIEDRA,3.53,1667807,SANTIAGO ANTUNEZ DE MAYOLO,Privada,Privado,LIMA,CARABAYLLO,MZ D5 LOTE 38-41 ETAPA IX,-11.8659,-77.04544
SISE VILLA EL SALVADOR,4.93,1667740,JESUS ES MI REY,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ D-11 LOTE 24-25-26 SECTOR 7,-12.2361,-76.93945
SISE INDEPENDENCIA,2.3,1667997,JOSE MARIA ARGUEDAS,Privada,Privado,LIMA,INDEPENDENCIA,JIRON PALLCAMARCA 209,-11.97317,-77.0475
SISE COMAS,0.57,1669233,NUESTRA SE¥ORA DE MONSERRAT DE TOMAS VALLE,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ C LOTE 9,-12.01231,-77.07556
SISE INDEPENDENCIA,3.02,1669233,NUESTRA SE¥ORA DE MONSERRAT DE TOMAS VALLE,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ C LOTE 9,-12.01231,-77.07556
SISE INDEPENDENCIA,3.71,1669290,BAUTISTA FILADELFIA,Privada,Privado,LIMA,COMAS,JIRON COLMENA 313,-11.95907,-77.04737
SISE SAN JUAN DE MIRAFLORES,3.81,1669688,INNOVA SCHOOLS - CHORRILLOS LA CAMPI¥A,Privada,Privado,LIMA,CHORRILLOS,PASAJE VESTA 183,-12.17812,-77.00345
SISE SURCO,3.95,1669688,INNOVA SCHOOLS - CHORRILLOS LA CAMPI¥A,Privada,Privado,LIMA,CHORRILLOS,PASAJE VESTA 183,-12.17812,-77.00345
SISE COMAS,1.97,1669779,SAN CARLOS DE PALAO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON SANTA MERCEDES 455,-12.02048,-77.06499
SISE INDEPENDENCIA,3.41,1669779,SAN CARLOS DE PALAO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON SANTA MERCEDES 455,-12.02048,-77.06499
SISE SAN JUAN DE LURIGANCHO,2.79,1669902,FAMILIA UNIVERSAL SCHOOL,Privada,Privado,LIMA,RIMAC,AVENIDA LORENZO ENCALADA 182,-12.02645,-77.02818
SISE ATE,2.99,1670819,CESAR VALLEJO MENDOZA DE VITARTE,Privada,Privado,LIMA,ATE,MZ G LOTE 4 SECTOR SANTA CLARA,-12.02053,-76.87336
SISE VILLA EL SALVADOR,5.0,1671452,PASCAL BLAISE,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ P LOTE 1 SECTOR 9,-12.23634,-76.94337
SISE SAN JUAN DE MIRAFLORES,3.3,1671486,SANTA CLARA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA AMAZONAS 133 LOTE 11 ETAPA V,-12.14316,-76.94876
SISE SURCO,4.27,1671486,SANTA CLARA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA AMAZONAS 133 LOTE 11 ETAPA V,-12.14316,-76.94876
SISE SAN JUAN DE MIRAFLORES,1.2,1671569,PROLOG DE SAN JUAN DE MIRAFLORES II,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA VICTOR CASTRO IGLESIAS 879 MZ F-3 LOTE 26-25 ZONA C-1,-12.16939,-76.96706
SISE SURCO,3.45,1671569,PROLOG DE SAN JUAN DE MIRAFLORES II,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA VICTOR CASTRO IGLESIAS 879 MZ F-3 LOTE 26-25 ZONA C-1,-12.16939,-76.96706
SISE VILLA EL SALVADOR,4.07,1671569,PROLOG DE SAN JUAN DE MIRAFLORES II,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA VICTOR CASTRO IGLESIAS 879 MZ F-3 LOTE 26-25 ZONA C-1,-12.16939,-76.96706
SISE SAN JUAN DE LURIGANCHO,1.96,1671841,SAN JOSE I,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON HARAVICU 333,-12.02518,-76.98823
SISE SAN JUAN DE LURIGANCHO,1.1,1671940,MI JARDIN ABC,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LAS CRUCINELAS 1377 MZ L LOTE 33,-12.0083,-77.00852
SISE SAN JUAN DE MIRAFLORES,1.06,1672278,LATINOAMERICA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON SAMUEL LUIS VILLARAN 299,-12.15165,-76.96981
SISE SURCO,2.07,1672278,LATINOAMERICA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON SAMUEL LUIS VILLARAN 299,-12.15165,-76.96981
SISE PUENTE PIEDRA,4.39,1672633,5135 LA SALLE,P£blica de gesti¢n directa,Público,CALLAO,MI PERU,AVENIDA VILLA MZ A-1 LOTE 1,-11.846952,-77.114048
SISE VENTANILLA,2.97,1672633,5135 LA SALLE,P£blica de gesti¢n directa,Público,CALLAO,MI PERU,AVENIDA VILLA MZ A-1 LOTE 1,-11.846952,-77.114048
SISE ATE,3.06,1673052,TECHNOLOGY SCHOOLS,Privada,Privado,LIMA,ATE,PARCELA 03 MZ B LOTE 3-4,-12.039564,-76.881137
SISE SAN JUAN DE MIRAFLORES,4.3,1673391,COOPERATIVA NUEVO MILENIO - EDUCCOP - 2,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,19 DE JULIO ETAPA VII ZONA NUEVO MILENIO,-12.17666,-76.93738
SISE VILLA EL SALVADOR,1.68,1673391,COOPERATIVA NUEVO MILENIO - EDUCCOP - 2,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,19 DE JULIO ETAPA VII ZONA NUEVO MILENIO,-12.17666,-76.93738
SISE COMAS,1.69,1677632,NORBERT WIENER DE SAN MARCOS,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA ANTUNEZ DE MAYOLO S/N MZ A LOTE 01,-12.00314,-77.09365
SISE INDEPENDENCIA,3.99,1677632,NORBERT WIENER DE SAN MARCOS,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA ANTUNEZ DE MAYOLO S/N MZ A LOTE 01,-12.00314,-77.09365
SISE INDEPENDENCIA,2.8,1691260,CESAR VALLEJO DE PAYET,Privada,Privado,LIMA,INDEPENDENCIA,JIRON HUAYTAPAMPA 541,-11.969776,-77.044329
SISE SAN JUAN DE MIRAFLORES,4.03,1691963,DEL VALLE,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,CALLE 2 DE MAYO 747,-12.14036,-76.94255
SISE SURCO,4.97,1691963,DEL VALLE,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,CALLE 2 DE MAYO 747,-12.14036,-76.94255
SISE VILLA EL SALVADOR,2.86,1691989,CONTINENTAL I,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,JIRON YAUCA 284,-12.17385,-76.91852
SISE INDEPENDENCIA,3.44,1694421,VISIONARIOS COLEGIO,Privada,Privado,LIMA,LOS OLIVOS,MZ D LOTE 17 ETAPA I,-11.96155,-77.07104
SISE INDEPENDENCIA,4.77,1696533,AL GORE,Privada,Privado,LIMA,COMAS,AVENIDA PERU 1179,-11.948187,-77.050972
SISE PUENTE PIEDRA,3.56,1697994,CRUZ SACO DE SAN ANTONIO,Privada,Privado,LIMA,CARABAYLLO,CALLE 14 S/N MZ M3 LOTE 15-22,-11.86263,-77.04522
SISE ATE,2.96,1698034,AMERICAN WHITMAN,Privada,Privado,LIMA,ATE,AVENIDA RAMIRO PRIALE PRIALE MZ F LOTE 1,-12.04488,-76.89147
SISE PUENTE PIEDRA,0.26,1698190,TECHNOLOGY SCHOOLS,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA LA VICTORIA 716-720,-11.86461,-77.08026
SISE INDEPENDENCIA,2.81,1698463,ALFRED BINET MASTER,Privada,Privado,LIMA,INDEPENDENCIA,CALLE 33 199,-11.970176,-77.043646
SISE INDEPENDENCIA,4.33,1698950,INNOVA SCHOOLS - CANTA CALLAO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,CALLE YURUMAYO S/N MZ E LOTE 2,-11.96122,-77.08584
SISE SAN JUAN DE MIRAFLORES,4.77,1699107,THOMAS ALVA EDISON,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,CARRETERA PANAMERICANA SUR KM 17.5 LOTE 80,-12.20342,-76.97492
SISE VILLA EL SALVADOR,4.27,1699107,THOMAS ALVA EDISON,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,CARRETERA PANAMERICANA SUR KM 17.5 LOTE 80,-12.20342,-76.97492
SISE SAN JUAN DE MIRAFLORES,4.6,1699149,SAN IGNACIO DE NUEVA ESPERANZA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,JIRON LA LIBERTAD 196 MZ B LOTE 2,-12.17051,-76.9323
SISE VILLA EL SALVADOR,2.43,1699149,SAN IGNACIO DE NUEVA ESPERANZA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,JIRON LA LIBERTAD 196 MZ B LOTE 2,-12.17051,-76.9323
SISE SAN JUAN DE LURIGANCHO,2.88,1699453,CRISTIAN HUYGENS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON LOS BADIANES 234,-11.99251,-77.01213
SISE COMAS,3.03,1699537,SAN FELIPE,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ D LOTE 33-34-35,-11.9909,-77.0987
SISE INDEPENDENCIA,4.28,1699537,SAN FELIPE,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ D LOTE 33-34-35,-11.9909,-77.0987
SISE VILLA EL SALVADOR,4.57,1699990,LOS ANGELES DE NUESTRA SE¥ORA DE GUADALUPE,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ G LOTE 23-24 SECTOR 7,-12.23267,-76.94196
SISE VILLA EL SALVADOR,4.36,1700020,HIGH SCHOOL SANTA MARIA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,LOTE 5 Y 7,-12.15949,-76.91467
SISE SAN JUAN DE MIRAFLORES,4.37,1700327,INTEGRA COLLEGE,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ Q LOTE 6,-12.19733,-76.95925
SISE VILLA EL SALVADOR,2.45,1700327,INTEGRA COLLEGE,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ Q LOTE 6,-12.19733,-76.95925
SISE INDEPENDENCIA,3.62,1700749,FEDERICO VILLARREAL - BILINGE,Privada,Privado,LIMA,COMAS,JIRON LIBERTAD 348 - 350,-11.95837,-77.05256
SISE VILLA EL SALVADOR,2.83,1700855,EL TRIUNFO DE CRISTO,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ M-3 LOTE 05 SECTOR 3,-12.21726,-76.93711
SISE SAN JUAN DE MIRAFLORES,4.68,1700970,SACO OLIVEROS DE VILLA EL SALVADOR,Privada,Privado,LIMA,VILLA EL SALVADOR,AVENIDA REVOLUCION MZ J1 LOTE 1 SECTOR 1,-12.19486,-76.94847
SISE VILLA EL SALVADOR,1.25,1700970,SACO OLIVEROS DE VILLA EL SALVADOR,Privada,Privado,LIMA,VILLA EL SALVADOR,AVENIDA REVOLUCION MZ J1 LOTE 1 SECTOR 1,-12.19486,-76.94847
SISE SAN MIGUEL,4.84,1701002,INNOVA SCHOOLS - CERCADO,Privada,Privado,LIMA,LIMA,JIRON PACASMAYO 701,-12.04832,-77.0464
SISE SANTA BEATRIZ,3.46,1701002,INNOVA SCHOOLS - CERCADO,Privada,Privado,LIMA,LIMA,JIRON PACASMAYO 701,-12.04832,-77.0464
SISE VILLA EL SALVADOR,2.59,1701127,MARANATHA,Privada,Privado,LIMA,VILLA EL SALVADOR,AVENIDA EL SOL GR 1 MZ M LOTE 21,-12.20759,-76.95491
SISE COMAS,4.65,1701259,SACO OLIVEROS DE NARANJAL,Privada,Privado,LIMA,SAN MARTIN DE PORRES,CALLE LLATA S/N MZ A LOTE 9,-11.97055,-77.08832
SISE INDEPENDENCIA,3.84,1701259,SACO OLIVEROS DE NARANJAL,Privada,Privado,LIMA,SAN MARTIN DE PORRES,CALLE LLATA S/N MZ A LOTE 9,-11.97055,-77.08832
SISE PUENTE PIEDRA,4.48,1701275,PAMER PUENTE PIEDRA 2,Privada,Privado,LIMA,PUENTE PIEDRA,"MZ H LOTE 5,6,19-22",-11.90346,-77.06751
SISE VILLA EL SALVADOR,3.87,1701895,CALIFORNIA SCHOOL,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ L LOTE 9-10 ETAPA 3,-12.20633,-76.96983
SISE VENTANILLA,2.01,1702687,TECNOLOGICO CONSTRUCTORES,Privada,Privado,CALLAO,VENTANILLA,AVENIDA CONSTRUCTORES MZ Y LOTE 10-12-13 SECTOR II,-11.855446,-77.140003
SISE PUENTE PIEDRA,3.88,1702711,SAN JOSE DE LAS LOMAS,Privada,Privado,LIMA,CARABAYLLO,"MZ S LOTE 13,14 Y 15",-11.83005,-77.08374
SISE SAN JUAN DE LURIGANCHO,3.24,1702604,COSMOS INGENIEROS,Privada,Privado,LIMA,EL AGUSTINO,AVENIDA RIVA AGUERO 1544,-12.04595,-76.9989
SISE PUENTE PIEDRA,4.73,1703453,INNOVA AMERICA HIGH SCHOOL,Privada,Privado,LIMA,CARABAYLLO,MZ F21 LOTE 1 AL 4 ETAPA II,-11.8393,-77.04283
SISE SAN JUAN DE MIRAFLORES,4.72,1704097,PROLOG DE NUEVA ESPERANZA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 26 DE NOVIEMBRE 1149 MZ 61 LOTE 05,-12.17129,-76.93134
SISE VILLA EL SALVADOR,2.37,1704097,PROLOG DE NUEVA ESPERANZA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 26 DE NOVIEMBRE 1149 MZ 61 LOTE 05,-12.17129,-76.93134
SISE SANTA BEATRIZ,3.09,1704147,SAN FRANCISCO DE ASIS,Privada,Privado,LIMA,LA VICTORIA,JIRON RODOLFO ESPINAR 116,-12.07059,-77.00841
SISE COMAS,4.97,1704329,SAINT PATRICK,Privada,Privado,LIMA,LIMA,JIRON TNTE ARISTIDES DEL CARPIO 1625,-12.05636,-77.07814
SISE SAN MIGUEL,2.59,1704329,SAINT PATRICK,Privada,Privado,LIMA,LIMA,JIRON TNTE ARISTIDES DEL CARPIO 1625,-12.05636,-77.07814
SISE VILLA EL SALVADOR,1.94,1704378,SCHOOL MAHATMA GANDHI,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ K LOTE 5 SECTOR 2,-12.20705,-76.94603
SISE VENTANILLA,3.09,1705029,FE Y ALEGRIA 76,P£blica de gesti¢n privada,Privado,CALLAO,VENTANILLA,GRUPO RESIDENCIAL 5 SECTOR F,-11.84773,-77.145983
SISE VENTANILLA,4.73,1718055,5094 NACIONES UNIDAS,P£blica de gesti¢n directa,Público,CALLAO,VENTANILLA,AVENIDA PERU ALTURA KM 37.5,-11.827088,-77.129217
SISE CANTUARIAS,3.4,1719038,ALDEBARAN,Privada,Privado,LIMA,SANTIAGO DE SURCO,JIRON INTIHUATANA 459,-12.11487,-76.99504
SISE SURCO,3.55,1719038,ALDEBARAN,Privada,Privado,LIMA,SANTIAGO DE SURCO,JIRON INTIHUATANA 459,-12.11487,-76.99504
SISE SAN MIGUEL,1.78,1719855,ALBERT EINSTEIN - SAN MIGUEL,Privada,Privado,LIMA,SAN MIGUEL,AVENIDA LIBERTAD 1170,-12.08427,-77.09297
SISE SAN JUAN DE LURIGANCHO,3.99,1720184,JOSEPH NOVAK SCHOOL I,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA CANTO GRANDE S/N MZ M LOTE 41,-11.9818,-77.0097
SISE SAN JUAN DE LURIGANCHO,4.67,1720192,ANGELO PATRI DE CAMPOY,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,MZ V LOTE 34,-12.00923,-76.96217
SISE COMAS,2.17,1720275,SAN FRANCISCO DE CAYRAN,P£blica de gesti¢n directa,Público,LIMA,SAN MARTIN DE PORRES,CALLE 22 MZ L LOTE 2,-11.992562,-77.084822
