sede_sise,distancia_km,cod_mod,nombre_colegio,gestion,tipo_gestion,provincia,distrito,direccion,latitud,longitud
SISE SURCO,4.75,1516053,ANGELES DE JESUS II,Privada,Privado,LIMA,CHORRILLOS,MZ 40 LOTE 12,-12.18718,-76.99959
SISE ATE,2.06,1519149,THALES DE MILETO,Privada,Privado,LIMA,ATE,MZ B LOTE 6-7,-12.025933,-76.918729
SISE VENTANILLA,2.89,1520287,COPRODELI SANTA MARIA ASUNTA AL CIELO,P£blica de gesti¢n privada,Privado,CALLAO,VENTANILLA,AVENIDA CONSTRUCTORES MZ C LOTE 1,-11.849816,-77.145747
SISE VILLA EL SALVADOR,4.73,1522291,CRISTO AMIGO,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,JIRON SAENZ PE¥A 147,-12.22372,-76.90875
SISE SAN MIGUEL,1.31,1523513,INGENIERIA DE SAN MIGUEL,Privada,Privado,LIMA,SAN MIGUEL,AVENIDA ARICA 400,-12.09127,-77.07928
SISE SANTA BEATRIZ,4.95,1523513,INGENIERIA DE SAN MIGUEL,Privada,Privado,LIMA,SAN MIGUEL,AVENIDA ARICA 400,-12.09127,-77.07928
SISE SAN MIGUEL,1.1,1523299,DIVINO NI¥O DE PRAGA,Privada,Privado,LIMA,SAN MIGUEL,AVENIDA UNIVERSITARIA 372,-12.08707,-77.08398
SISE COMAS,3.44,1524479,MISIONERO FRANCISCO PENZOTTI II,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ A LOTE 23,-11.99732,-77.10878
SISE SAN JUAN DE LURIGANCHO,1.7,1525575,VASILI SUJOMLINSKY,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA TEMPLO DEL SOL S/N MZ ¥1 LOTE 29-30,-12.01507,-76.98889
SISE SAN JUAN DE LURIGANCHO,1.25,1525872,MAKARENKO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,MZ D LOTE 22,-12.00622,-77.00212
SISE COMAS,3.17,1526466,SAN JUAN BAUTISTA,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA LOS FICUS 665,-12.002377,-77.053193
SISE INDEPENDENCIA,1.51,1526466,SAN JUAN BAUTISTA,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA LOS FICUS 665,-12.002377,-77.053193
SISE COMAS,2.51,1527944,SANTA TERESA DE JESUS - SOPHIANUM,Privada,Privado,LIMA,SAN MARTIN DE PORRES,"AVENIDA ALCIDES VIGO HURTADO MZ Y LOTE 04,05 Y 06",-11.996865,-77.098168
SISE INDEPENDENCIA,4.28,1527944,SANTA TERESA DE JESUS - SOPHIANUM,Privada,Privado,LIMA,SAN MARTIN DE PORRES,"AVENIDA ALCIDES VIGO HURTADO MZ Y LOTE 04,05 Y 06",-11.996865,-77.098168
SISE COMAS,0.38,1529031,SAN AGUSTIN DE ANTARES II,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA TOMAS VALLE 2100,-12.01245,-77.08417
SISE INDEPENDENCIA,3.66,1529031,SAN AGUSTIN DE ANTARES II,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA TOMAS VALLE 2100,-12.01245,-77.08417
SISE ATE,3.03,1529692,ANGELES DE JESUS,Privada,Privado,LIMA,LURIGANCHO,JIRON LOS LAURELES MZ C LOTE 20,-11.99268,-76.90223
SISE SAN JUAN DE LURIGANCHO,2.06,1530526,TRIUNFO DE JESUS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA GRAN CHIMU 1475,-12.02381,-76.98659
SISE SAN JUAN DE LURIGANCHO,2.21,1530880,MONTEFIORY SCHOOL,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA EL SANTUARIO 1672-1674,-12.01893,-76.9841
SISE COMAS,3.24,1530807,JUAN PABLO PEREGRINO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ F LOTE 24-25,-11.98381,-77.08954
SISE INDEPENDENCIA,3.36,1530807,JUAN PABLO PEREGRINO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ F LOTE 24-25,-11.98381,-77.08954
SISE SAN JUAN DE MIRAFLORES,4.75,1531359,MANUEL CASALINO GRIEVE,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,CALLE LOS JAZMINES Y LAS MARGARITAS S/N,-12.16382,-76.9298
SISE VILLA EL SALVADOR,3.22,1531359,MANUEL CASALINO GRIEVE,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,CALLE LOS JAZMINES Y LAS MARGARITAS S/N,-12.16382,-76.9298
SISE SAN JUAN DE MIRAFLORES,3.26,1531391,TERESA DE LOS REYES,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA JOSE CARLOS MARIATEGUI 2305,-12.14267,-76.94956
SISE SURCO,4.19,1531391,TERESA DE LOS REYES,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA JOSE CARLOS MARIATEGUI 2305,-12.14267,-76.94956
SISE COMAS,1.73,1532142,MILAGROS DE DIOS,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON JUAN CHACORNAL MZ C LOTE 11,-11.99694,-77.08583
SISE INDEPENDENCIA,2.97,1532142,MILAGROS DE DIOS,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON JUAN CHACORNAL MZ C LOTE 11,-11.99694,-77.08583
SISE SURCO,4.62,1532340,ARQUITECTO,Privada,Privado,LIMA,CHORRILLOS,AVENIDA HUAYLAS 907,-12.17209,-77.02107
SISE INDEPENDENCIA,4.98,1532696,COLEGIO SAN PEDRO DEL NORTE,Privada,Privado,LIMA,COMAS,AVENIDA REPUBLICA DEL PERU 1259,-11.9461,-77.05154
SISE SAN JUAN DE MIRAFLORES,3.78,1534809,INNOVA SCHOOLS - VES LADERAS DE VILLA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA MATEO PUMACAHUA S/N,-12.19171,-76.95951
SISE VILLA EL SALVADOR,2.4,1534809,INNOVA SCHOOLS - VES LADERAS DE VILLA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA MATEO PUMACAHUA S/N,-12.19171,-76.95951
SISE PUENTE PIEDRA,1.15,1534858,JESUS MI DIVINO MAESTRO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA PROLONGACION JUAN LECAROS S/N MZ C LOTE 8,-11.85883,-77.069
SISE SAN JUAN DE MIRAFLORES,2.06,1535186,VILLA ALEGRE,Privada,Privado,LIMA,SANTIAGO DE SURCO,AVENIDA VISTA ALEGRE,-12.16562,-76.99159
SISE SURCO,2.21,1535186,VILLA ALEGRE,Privada,Privado,LIMA,SANTIAGO DE SURCO,AVENIDA VISTA ALEGRE,-12.16562,-76.99159
SISE COMAS,4.39,1535103,CATOLICA HIGH SCHOOL,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA HURIN CUZCO S/N MZ H LOTE 9,-11.98007,-77.05656
SISE INDEPENDENCIA,1.17,1535103,CATOLICA HIGH SCHOOL,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA HURIN CUZCO S/N MZ H LOTE 9,-11.98007,-77.05656
SISE SAN JUAN DE MIRAFLORES,3.2,1535160,BELEN,Privada,Privado,LIMA,CHORRILLOS,CALLE TENIENTE CARLOS JIMENEZ S/N,-12.17445,-76.99914
SISE SURCO,3.39,1535160,BELEN,Privada,Privado,LIMA,CHORRILLOS,CALLE TENIENTE CARLOS JIMENEZ S/N,-12.17445,-76.99914
SISE SAN JUAN DE MIRAFLORES,4.98,1535178,ESPERANZA Y CARIDAD,Privada,Privado,LIMA,CHORRILLOS,AVENIDA ALAMEDA SUR 195 MZ N LOTE 06,-12.19114,-77.00684
SISE SAN JUAN DE MIRAFLORES,3.28,1535392,SANTA MARIA DEL CAMINO,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA LOS PROCERES 535,-12.16808,-76.94414
SISE VILLA EL SALVADOR,2.73,1535392,SANTA MARIA DEL CAMINO,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA LOS PROCERES 535,-12.16808,-76.94414
SISE ATE,0.66,1535749,SANTA TERESITA DE JESUS,Privada,Privado,LIMA,ATE,AVENIDA EL PROGRESO 1051,-12.02572,-76.89967
SISE INDEPENDENCIA,4.71,1536176,PIERRE DE FERMAT,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,MZ C LOTE 10-11,-12.00247,-77.01787
SISE SAN JUAN DE LURIGANCHO,2.21,1536176,PIERRE DE FERMAT,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,MZ C LOTE 10-11,-12.00247,-77.01787
SISE PUENTE PIEDRA,1.53,1536994,TECHNOLOGY SCHOOLS LAS VI¥AS,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA PRINCIPAL S/N,-11.85196,-77.08373
SISE COMAS,3.81,1537216,CIRCULO INGENIERIA - HUANDOY,Privada,Privado,LIMA,LOS OLIVOS,JIRON LLUMPA 1452,-11.97743,-77.08245
SISE INDEPENDENCIA,2.89,1537216,CIRCULO INGENIERIA - HUANDOY,Privada,Privado,LIMA,LOS OLIVOS,JIRON LLUMPA 1452,-11.97743,-77.08245
SISE PUENTE PIEDRA,4.82,1537810,NUESTRA SE¥ORA DE GUADALUPE EL DORADO,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA SUCRE MZ F-1 LOTE 12,-11.82902,-77.10339
SISE INDEPENDENCIA,4.85,1537950,JOSEPH NOVAK,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON SATELITE 391 MZ 1 LOTE 1 ETAPA I,-11.98681,-77.01489
SISE SAN JUAN DE LURIGANCHO,3.58,1537950,JOSEPH NOVAK,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON SATELITE 391 MZ 1 LOTE 1 ETAPA I,-11.98681,-77.01489
SISE ATE,3.4,1539006,LA CATOLICA DE CARAPONGO,Privada,Privado,LIMA,LURIGANCHO,"CALLE 52 MZ G LOTE 25 -26, 67 - 69",-12.00418,-76.87395
SISE SAN JUAN DE MIRAFLORES,1.28,1539931,LA INMACULADA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA SALVADOR ALLENDE 864,-12.15351,-76.96397
SISE SURCO,2.73,1539931,LA INMACULADA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA SALVADOR ALLENDE 864,-12.15351,-76.96397
SISE SAN JUAN DE LURIGANCHO,4.87,1540293,SAN MARCOS MENTOR SCHOOL,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,JIRON JORGE SEDANO 385,-11.97427,-77.0126
SISE ATE,2.73,1540301,SAN CRISTOBAL DE MONTEROSA,Privada,Privado,LIMA,ATE,AVENIDA MARCO PUENTE LANOS MZ A LOTE 1,-12.03601,-76.9198
SISE PUENTE PIEDRA,4.35,1541853,CRISTO REDENTOR DE CARABAYLLO,Privada,Privado,LIMA,CARABAYLLO,MZ D LOTE 13-16,-11.85662,-77.03872
SISE PUENTE PIEDRA,1.98,1541879,PAMER PUENTE PIEDRA,Privada,Privado,LIMA,PUENTE PIEDRA,UNIDAD CATASTRAL 10128 LOTE 160,-11.85014,-77.08861
SISE VENTANILLA,4.85,1541879,PAMER PUENTE PIEDRA,Privada,Privado,LIMA,PUENTE PIEDRA,UNIDAD CATASTRAL 10128 LOTE 160,-11.85014,-77.08861
SISE SAN JUAN DE MIRAFLORES,2.49,1541911,INNOVA SCHOOLS - CHORRILLOS FAISANES,Privada,Privado,LIMA,CHORRILLOS,AVENIDA LOS FAISANES S/N MZ Z LOTE B,-12.17101,-76.99362
SISE SURCO,2.84,1541911,INNOVA SCHOOLS - CHORRILLOS FAISANES,Privada,Privado,LIMA,CHORRILLOS,AVENIDA LOS FAISANES S/N MZ Z LOTE B,-12.17101,-76.99362
SISE COMAS,2.62,1542505,SAN LUIS,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON TACNA 3598,-12.03431,-77.08767
SISE SAN JUAN DE MIRAFLORES,4.34,1542489,VIRGEN DEL ROSARIO EN EL ENCUENTRO DE DOS MUNDOS II,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 2 DE MAYO 571,-12.17429,-76.93601
SISE VILLA EL SALVADOR,1.95,1542489,VIRGEN DEL ROSARIO EN EL ENCUENTRO DE DOS MUNDOS II,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 2 DE MAYO 571,-12.17429,-76.93601
SISE VILLA EL SALVADOR,4.66,1542455,NAZARENO SCHOOL,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ E LOTE 1 SECTOR 9,-12.23333,-76.94289
SISE COMAS,3.6,1544154,JORGE BASADRE,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ U LOTE 15,-11.98032,-77.08898
SISE INDEPENDENCIA,3.41,1544154,JORGE BASADRE,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ U LOTE 15,-11.98032,-77.08898
SISE SAN JUAN DE LURIGANCHO,3.15,1544287,FRANKLIN ROOSEVELT I,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA BASADRE 319,-11.99008,-77.01231
SISE SAN JUAN DE LURIGANCHO,4.51,1545953,UNIVERSITY COLLEGE,Privada,Privado,LIMA,SANTA ANITA,JIRON MARIA PARADO DE BELLIDO 1274,-12.04325,-76.97251
SISE VENTANILLA,4.98,1549021,APOSTOL SANTIAGO,Privada,Privado,CALLAO,VENTANILLA,MZ Z LOTE 9-10-19 SECTOR A,-11.830388,-77.150581
SISE SAN JUAN DE MIRAFLORES,3.27,1558725,SANTA MARIA DE LOS ANDES,P£blica de gesti¢n privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA DEL EJERCITO S/N LOTE 07,-12.17871,-76.9497
SISE VILLA EL SALVADOR,1.97,1558725,SANTA MARIA DE LOS ANDES,P£blica de gesti¢n privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA DEL EJERCITO S/N LOTE 07,-12.17871,-76.9497
SISE SAN JUAN DE LURIGANCHO,2.73,1566637,VIRGEN NI¥A,Privada,Privado,LIMA,RIMAC,AVENIDA ARMANDO FILOMENO 302,-12.0239,-77.0285
SISE COMAS,3.33,1569573,ANTON,Privada,Privado,CALLAO,CARMEN DE LA LEGUA REYNOSO,AVENIDA 1 DE MAYO 731,-12.03967,-77.09163
SISE SAN MIGUEL,4.71,1569573,ANTON,Privada,Privado,CALLAO,CARMEN DE LA LEGUA REYNOSO,AVENIDA 1 DE MAYO 731,-12.03967,-77.09163
SISE ATE,4.3,1569664,20955-17,P£blica de gesti¢n directa,Público,HUAROCHIRI,SAN ANTONIO,CALLE PRINCIPAL S/N,-11.985551,-76.918991
SISE PUENTE PIEDRA,0.37,1572874,CETAP,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA REPUBLICA DE VENEZUELA 380,-11.86758,-77.07895
SISE PUENTE PIEDRA,2.52,1573328,GRAN ALMIRANTE MIGUEL GRAU,Privada,Privado,LIMA,PUENTE PIEDRA,CALLE LA FLORESTA 183 MZ A LOTE 1,-11.88487,-77.06773
SISE COMAS,4.28,1574177,TECHNOLOGY SCHOOLS DE INDEPENDENCIA,Privada,Privado,LIMA,INDEPENDENCIA,JIRON HUASCAR 169,-11.980424,-77.057821
SISE INDEPENDENCIA,1.11,1574177,TECHNOLOGY SCHOOLS DE INDEPENDENCIA,Privada,Privado,LIMA,INDEPENDENCIA,JIRON HUASCAR 169,-11.980424,-77.057821
SISE COMAS,4.78,1575158,CRUZ SACO DE SAN JUAN,Privada,Privado,CALLAO,CALLAO,"MZ D LOTE 1,2,37,38",-11.98321,-77.11365
SISE ATE,4.6,1576222,BRUNO TERREROS,Privada,Privado,LIMA,LURIGANCHO,MZ B LOTE 3-4 SECTOR A,-11.98058,-76.91397
SISE SAN JUAN DE LURIGANCHO,0.45,1576446,CAYETANO HEREDIA SANCHEZ,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,"JIRON RUIBARBOS 166-168 MZ T LOTE 13-17, 19",-12.01324,-77.00465
SISE PUENTE PIEDRA,4.35,1576545,PRINCIPE DE ASTURIAS,Privada,Privado,CALLAO,VENTANILLA,CALLE LOS ¥UCCHOS Y AV. MARGARITAS S/N MZ 53 LOTE 8,-11.874609,-77.116416
SISE VENTANILLA,1.43,1576545,PRINCIPE DE ASTURIAS,Privada,Privado,CALLAO,VENTANILLA,CALLE LOS ¥UCCHOS Y AV. MARGARITAS S/N MZ 53 LOTE 8,-11.874609,-77.116416
SISE SAN JUAN DE LURIGANCHO,3.96,1576966,INNOVA SCHOOLS - SJL EL PARQUE,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA EL PARQUE 760,-11.98222,-76.99813
SISE SAN JUAN DE LURIGANCHO,3.4,1576933,INNOVA SCHOOLS - SJL CAMPOY,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,CALLE 5 S/N MZ M LOTE 3B-A,-12.02341,-76.97371
SISE SAN JUAN DE LURIGANCHO,4.36,1577485,ANTONIO ELEUTER,Privada,Privado,LIMA,EL AGUSTINO,PASAJE SATELITE 171-175,-12.05646,-77.00601
SISE SANTA BEATRIZ,4.02,1577485,ANTONIO ELEUTER,Privada,Privado,LIMA,EL AGUSTINO,PASAJE SATELITE 171-175,-12.05646,-77.00601
SISE COMAS,3.16,1577428,INNOVA SCHOOLS - SMP PERU,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON EL CHACO Y JR. SAO PAULO S/N MZ 9B LOTE 13-14,-12.03164,-77.06005
SISE INDEPENDENCIA,4.6,1577428,INNOVA SCHOOLS - SMP PERU,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON EL CHACO Y JR. SAO PAULO S/N MZ 9B LOTE 13-14,-12.03164,-77.06005
SISE SAN JUAN DE LURIGANCHO,4.39,1578665,LICEO FERMIN TANGUIS,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA CANTO GRANDE 308,-11.9783,-77.01069
SISE VILLA EL SALVADOR,4.93,1579093,COLEGIO CIENTIFICO NIKOLA TESLA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,MZ F LOTE 7,-12.2283,-76.91179
SISE PUENTE PIEDRA,1.07,1579267,CESAR VALLEJO DE LA RIVERA NORTE,Privada,Privado,LIMA,PUENTE PIEDRA,MZ A LOTE 1 Y 2 ETAPA II,-11.87235,-77.07216
SISE ATE,2.84,1579531,MI DULCE JESUS DE PRIALE,Privada,Privado,LIMA,ATE,AVENIDA PROLONGACION NICOLAS DE PIEROLA S/N MZ F LOTE 34-36,-12.04377,-76.89163
SISE INDEPENDENCIA,4.05,1583376,HOWARD GARDNER DE LIMA NORTE,Privada,Privado,LIMA,COMAS,AVENIDA JOSE MU¥OZ S/N MZ G LOTE 10,-11.95384,-77.05766
SISE ATE,3.19,1583541,SACO OLIVEROS DE JAVIER PRADO,Privada,Privado,LIMA,ATE,CALLE LAS PRADERAS MZ L LOTE 21-22,-12.03774,-76.92382
SISE ATE,1.14,1583574,INNOVA SCHOOL - ATE SANTA CLARA,Privada,Privado,LIMA,ATE,AV.ALFONSO UGARTE CON AV. NICOLAS DE PIEROLA S/N LOTE 28B-1,-12.02627,-76.89257
SISE VENTANILLA,3.61,1583939,GUADALUPE NUEVA GENERACION,Privada,Privado,CALLAO,VENTANILLA,MZ C LOTE 2,-11.839545,-77.141111
SISE SAN JUAN DE LURIGANCHO,2.46,1610435,COLEGIO BIBLICO CATOLICO,Privada,Privado,LIMA,SAN JUAN DE LURIGANCHO,AVENIDA GRAN CHIMU 1857,-12.02432,-76.98288
SISE SAN JUAN DE MIRAFLORES,2.83,1610484,NUESTRA SE¥ORA DE FATIMA II,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA SAN JOSE 566 MZ G5 LOTE 17,-12.162924,-76.947462
SISE SURCO,4.78,1610484,NUESTRA SE¥ORA DE FATIMA II,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA SAN JOSE 566 MZ G5 LOTE 17,-12.162924,-76.947462
SISE VILLA EL SALVADOR,3.39,1610484,NUESTRA SE¥ORA DE FATIMA II,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA SAN JOSE 566 MZ G5 LOTE 17,-12.162924,-76.947462
SISE PUENTE PIEDRA,4.93,1629781,NUESTRA SE¥ORA DE MONSERRAT DE SAN PEDRO DE CARABAYLLO,Privada,Privado,LIMA,CARABAYLLO,"MZ G LOTE 7,13-16 ETAPA II",-11.85542,-77.03347
SISE VILLA EL SALVADOR,3.33,1630078,VIRGEN DE LOURDES,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,JIRON CANTA 180 MZ A3,-12.166,-76.92185
SISE COMAS,2.66,1630599,SACO OLIVEROS HELICOIDAL PALMERAS,Privada,Privado,LIMA,LOS OLIVOS,CALLE AMBAR MZ H LOTE 3-4-5,-11.987933,-77.077967
SISE INDEPENDENCIA,2.04,1630599,SACO OLIVEROS HELICOIDAL PALMERAS,Privada,Privado,LIMA,LOS OLIVOS,CALLE AMBAR MZ H LOTE 3-4-5,-11.987933,-77.077967
SISE COMAS,4.5,1630953,CRUZ SACO DE GIRASOLES,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ B LOTE 9,-11.97471,-77.0976
SISE INDEPENDENCIA,4.5,1630953,CRUZ SACO DE GIRASOLES,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ B LOTE 9,-11.97471,-77.0976
SISE SAN MIGUEL,1.09,1633197,BRIGHAM YOUNG SCHOOL,Privada,Privado,LIMA,SAN MIGUEL,JIRON BOLOGNESI 490,-12.08914,-77.07989
SISE SANTA BEATRIZ,4.95,1633197,BRIGHAM YOUNG SCHOOL,Privada,Privado,LIMA,SAN MIGUEL,JIRON BOLOGNESI 490,-12.08914,-77.07989
SISE PUENTE PIEDRA,0.85,1636489,SACO OLIVEROS DE PUENTE PIEDRA,Privada,Privado,LIMA,PUENTE PIEDRA,AVENIDA COPACABANA S/N MZ D LOTE 6-8-19-22,-11.85939,-77.07205
SISE SAN JUAN DE LURIGANCHO,2.61,1636497,NOTABLE SANTISIMA DE LAS MERCEDES,Privada,Privado,LIMA,EL AGUSTINO,AVENIDA FERROCARRIL MZ H LOTE 02,-12.03643,-76.99047
SISE CANTUARIAS,4.57,1636539,SOR INES,Privada,Privado,LIMA,LINCE,CALLE BELISARIO FLORES 178,-12.08162,-77.037
SISE SAN MIGUEL,4.39,1636539,SOR INES,Privada,Privado,LIMA,LINCE,CALLE BELISARIO FLORES 178,-12.08162,-77.037
SISE SANTA BEATRIZ,0.45,1636539,SOR INES,Privada,Privado,LIMA,LINCE,CALLE BELISARIO FLORES 178,-12.08162,-77.037
SISE COMAS,2.34,1636901,SAN PIO X - LOS OLIVOS,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA MANUEL GONZALES PRADA 287-A,-11.99595,-77.06654
SISE INDEPENDENCIA,1.0,1636901,SAN PIO X - LOS OLIVOS,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA MANUEL GONZALES PRADA 287-A,-11.99595,-77.06654
SISE CANTUARIAS,3.45,1637669,ST GOSPA SCHOOL,Privada,Privado,LIMA,SANTIAGO DE SURCO,AVENIDA JORGE CHAVEZ 1124,-12.14832,-77.01031
SISE SAN JUAN DE MIRAFLORES,4.24,1637669,ST GOSPA SCHOOL,Privada,Privado,LIMA,SANTIAGO DE SURCO,AVENIDA JORGE CHAVEZ 1124,-12.14832,-77.01031
SISE SURCO,2.45,1637669,ST GOSPA SCHOOL,Privada,Privado,LIMA,SANTIAGO DE SURCO,AVENIDA JORGE CHAVEZ 1124,-12.14832,-77.01031
SISE VILLA EL SALVADOR,4.82,1638477,LA INMACULADA,Privada,Privado,LIMA,PACHACAMAC,JIRON PROLONGACION LUCANAS 145,-12.22508,-76.90902
SISE VENTANILLA,2.73,1638816,DISCOVERY HIGH SCHOOL,Privada,Privado,CALLAO,VENTANILLA,MZ V LOTE 1 SECTOR OASIS III,-11.854736,-77.148521
SISE ATE,1.48,1638915,HOWARD GARDNER,Privada,Privado,LIMA,ATE,AVENIDA LA INDUSTRIA CRUCE CON CALLE EL TRABAJO 363,-12.02503,-76.91338
SISE INDEPENDENCIA,4.25,1638972,INNOVA SCHOOLS - RIMAC SPORTING CRISTAL,Privada,Privado,LIMA,RIMAC,AVENIDA ABELARDO GAMARRA CUADRA 4 S/N,-12.01977,-77.03457
SISE SAN JUAN DE LURIGANCHO,3.3,1638972,INNOVA SCHOOLS - RIMAC SPORTING CRISTAL,Privada,Privado,LIMA,RIMAC,AVENIDA ABELARDO GAMARRA CUADRA 4 S/N,-12.01977,-77.03457
SISE SAN JUAN DE LURIGANCHO,4.06,1639350,INNOVA SCHOOLS - RIMAC SANTO TORIBIO,Privada,Privado,LIMA,RIMAC,JIRON VIRU 495,-12.03903,-77.03432
SISE SANTA BEATRIZ,4.3,1639350,INNOVA SCHOOLS - RIMAC SANTO TORIBIO,Privada,Privado,LIMA,RIMAC,JIRON VIRU 495,-12.03903,-77.03432
SISE COMAS,3.69,1639699,ALFAGROUP,Privada,Privado,LIMA,SAN MARTIN DE PORRES,CALLE LAS CAOBAS S/N MZ G LOTE 6,-11.9971,-77.11119
SISE CANTUARIAS,3.92,1639921,PEAD LICEO NAVAL ALMIRANTE GUISE,P£blica de gesti¢n directa,Público,LIMA,SAN BORJA,CALLE MONTI 300-350,-12.09672,-76.9997
SISE SANTA BEATRIZ,4.47,1639921,PEAD LICEO NAVAL ALMIRANTE GUISE,P£blica de gesti¢n directa,Público,LIMA,SAN BORJA,CALLE MONTI 300-350,-12.09672,-76.9997
SISE VENTANILLA,4.36,1640556,5077 JOSE FAUSTINO SANCHEZ CARRION,P£blica de gesti¢n directa,Público,CALLAO,VENTANILLA,CALLE 3 KM 37 ZONA 1,-11.8308,-77.1225
SISE COMAS,2.31,1640630,SAN JUDAS TADEO DE INDEPENDENCIA,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON EL CHACO 2448,-12.03069,-77.07211
SISE INDEPENDENCIA,4.7,1640630,SAN JUDAS TADEO DE INDEPENDENCIA,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON EL CHACO 2448,-12.03069,-77.07211
SISE ATE,4.34,1640671,INNOVA SCHOOLS - PURUCHUCO,Privada,Privado,LIMA,ATE,PROLONG JAVIER PRADO ESQ CALLE HELSINKI LOTE 3-A SECTOR VISTA ALEGRE MAYORAZGO Y BARBA,-12.0429,-76.93304
SISE VENTANILLA,2.71,1641372,5149,P£blica de gesti¢n directa,Público,CALLAO,VENTANILLA,MZ G LOTE 1 SECTOR RESIDENCIAL 3 BARRIO XIII,-11.848,-77.1401
SISE COMAS,2.31,1641976,COLEGIO PERUANO CHINO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA CARLOS IZAGUIRRE MZ H1 LOTE 30-31,-11.991422,-77.085422
SISE INDEPENDENCIA,2.84,1641976,COLEGIO PERUANO CHINO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA CARLOS IZAGUIRRE MZ H1 LOTE 30-31,-11.991422,-77.085422
SISE VENTANILLA,3.11,1642016,5150,P£blica de gesti¢n directa,Público,CALLAO,VENTANILLA,MZ Q LOTE 1 SECTOR CERRO CACHITO,-11.8512,-77.1501
SISE ATE,4.21,1642511,INNOVA SCHOOLS - VITARTE,Privada,Privado,LIMA,ATE,AVENIDA 26 DE MAYO MZ C LOTE 23,-12.02798,-76.93862
